chunk_id,source_file,category,word_count,chunk_text
323,Anti-Racism_Strategy_Final-AODA%E2%80%94revised0307_0.txt,PDF,512,"is racism that is directed toward people of Asian descent. It includes biases, prejudices, attitudes..."
324,Anti-Racism_Strategy_Final-AODA%E2%80%94revised0307_0.txt,PDF,512,a true sense of belonging critical step toward equity. See Equity. and full access to opportunities....
325,Anti-Racism_Strategy_Final-AODA%E2%80%94revised0307_0.txt,PDF,512,"economic, and The ideology of race has become embedded legal environment. They drive disparities and..."
326,Anti-Racism_Strategy_Final-AODA%E2%80%94revised0307_0.txt,PDF,496,"actions (individual-level political, historical, and/or industrial racism), it dismisses systemic ra..."
327,Anti-Racism_Strategy_Final-AODA%E2%80%94revised0307_0.txt,PDF,112,"University Press, 2019. 10. Indigenous Education Protocol for Colleges and Institutes n.d. 11. Minof..."
328,tcdsb-summer-swac-newsletter-2016.txt,PDF,259,"Summer SWAC at George Brown with Toronto Catholic District School Board For the last three summers, ..."
329,Conversions%20between%20Different%20Systems%20of%20Measurement.txt,PDF,512,Conversions between Different Systems of Measurement Multi-UNIT Conversions using DIMENSIONAL ANALYS...
330,Conversions%20between%20Different%20Systems%20of%20Measurement.txt,PDF,512,we will understand why order is important. 1 mne 1.6km Step 4: State the conversion factor for time ...
331,Conversions%20between%20Different%20Systems%20of%20Measurement.txt,PDF,250,"to lb as a fraction (keeping order in mind). Since kg is in the numerator of our starting unit, plac..."
332,bog_public_minutes_14nov12.txt,PDF,512,THE GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY BOARD OF GOVERNORS PUBLIC SESSION MINUTES NO...
333,bog_public_minutes_14nov12.txt,PDF,512,Interpreter) Degree Program  Interior Design Technology Advanced Diploma  Approval of the applicat...
334,bog_public_minutes_14nov12.txt,PDF,512,Ontario Report The following highlights from the last Colleges Ontario Committee of President’s meet...
335,bog_public_minutes_14nov12.txt,PDF,512,"Report is structured to align with the college objectives for 2012-13. As such, A. Sado brought forw..."
336,bog_public_minutes_14nov12.txt,PDF,512,accepted the award on behalf of the colleges.  Splash - Waterfront Staff Celebration - We celebrate...
337,bog_public_minutes_14nov12.txt,PDF,381, Broadwayworld.com – Broadwayworld.com released their nominations for acting and directing. Eight G...
338,george_brown_annual_report_2014-2015.txt,PDF,512,Future in Focus Annual Report 2014/15 Career clarity begins at George Brown Results from a recent St...
339,george_brown_annual_report_2014-2015.txt,PDF,512,"Our donors, employers and industry partners share our interest in contributing meaning- fully to the..."
340,george_brown_annual_report_2014-2015.txt,PDF,512,any of to hire a George Ontario’s other Brown graduate in 23 colleges over the next 24 months.8 the ...
341,george_brown_annual_report_2014-2015.txt,PDF,512,to engage with the issues that affect our city. 6 FUTURE IN FOCUS Early Childhood Education student ...
342,george_brown_annual_report_2014-2015.txt,PDF,512,at a hospital or research company. ANNUAL REPORT 2014/15 I “Working on the Toronto 2015 Pan Am and P...
343,george_brown_annual_report_2014-2015.txt,PDF,512,allowed him to Although I didn’t have any explore many aspects of the field and by the time he compl...
344,george_brown_annual_report_2014-2015.txt,PDF,512,washing dishes together or playing basket- ball. “I always think about that when I’m working with cl...
345,george_brown_annual_report_2014-2015.txt,PDF,512,one of her coworkers how to build animations in Adobe After Effects. Senior Art Director Yasmin Sahn...
346,george_brown_annual_report_2014-2015.txt,PDF,512,It’s also opened her eyes to the wide range of career opportunities she could pursue outside the den...
347,george_brown_annual_report_2014-2015.txt,PDF,512,in the Centre for Health Sciences & Community Services and the Augmented Education programs in the C...
348,george_brown_annual_report_2014-2015.txt,PDF,512,in the not-for-profit or international development sector. ANNUAL REPORT 2014/15 XV “G raduating fro...
349,george_brown_annual_report_2014-2015.txt,PDF,512,my career. It has helped me stay dedicated and inspired to strive for excellence in everything I do....
350,george_brown_annual_report_2014-2015.txt,PDF,512,"Eaton Foundation Peter Lee Tridel Corporation Noella M. Milne National Bank $250,000 TO $999,999 Dou..."
351,george_brown_annual_report_2014-2015.txt,PDF,512,(PL) Jackman Foundation Christine Raissis and Brian Curtner (PL) Paula Jourdain Coleman (PL) Ed and ...
352,george_brown_annual_report_2014-2015.txt,PDF,512,"HERBERT Former Deputy Minister, PAULA JOURDAIN COLEMAN Government of Ontario KAREN FOSS KEVIN KING P..."
353,george_brown_annual_report_2014-2015.txt,PDF,240,HB NOITADNUOF EGELLOC NWORB EGROEG B MRB NTS 42051 XOB OP 4Y2 Y7M NO OTNOROT RB LB VL 00.522 :htgneL...
354,george_brown_annual_report_2009-2010.txt,PDF,512,transforming everyday ANNUAL REPORT 09/10 ANNUAL REPORT 09/10 | 1 AATIF HADI ALI Graduate - Fashion ...
355,george_brown_annual_report_2009-2010.txt,PDF,512,our students bring it provides. It’s a place where the future needs of home medals from the annual S...
356,george_brown_annual_report_2009-2010.txt,PDF,512,"is responsible, ethical, effi cient and sustainable. ANNUAL REPORT 09/10 2 | 3 MARIE FUENZALIDA Grad..."
357,george_brown_annual_report_2009-2010.txt,PDF,512,"a delivered on them. We worked together to create practical product, a business success story of the..."
358,george_brown_annual_report_2009-2010.txt,PDF,512,Maria credits George Brown College with getting she works to achieve her Chartered General her where...
359,george_brown_annual_report_2009-2010.txt,PDF,512,"improve Tool and Die Technician, Co-op, 2008 themselves and the world around them. Our graduates are..."
360,george_brown_annual_report_2009-2010.txt,PDF,512,"growth1. should have had all the education he needed to land At George Brown College, helping immigr..."
361,george_brown_annual_report_2009-2010.txt,PDF,512,"ANNUAL REPORT 09/10 12 | 13 Julia Phelan AN EMPLOYER’S PERSPECTIVE CLAIRE MALLETTE RN, PhD, Director..."
362,george_brown_annual_report_2009-2010.txt,PDF,512,opportunities will help the and shape the outlook of the city. From providing province address its s...
363,george_brown_annual_report_2009-2010.txt,PDF,512,"College, we put our students to When Louis Busch graduated from high school he work, serving the com..."
364,george_brown_annual_report_2009-2010.txt,PDF,512,Crane Brown to Green Career and Work Counsellor Program Being a committed community partner means De...
365,george_brown_annual_report_2009-2010.txt,PDF,512,techniques that they will carry with inspired her son to follow suit; he is now enrolled them into t...
366,george_brown_annual_report_2009-2010.txt,PDF,512,"the essential relationship between nature, culture and community in the heart of Toronto. The skills..."
367,george_brown_annual_report_2009-2010.txt,PDF,512,restaurant obstacle. It sees the province match every dollar and be served by our Hospitality studen...
368,george_brown_annual_report_2009-2010.txt,PDF,512,the bolstering of funds available to post-secondary education they might otherwise students who need...
369,george_brown_annual_report_2009-2010.txt,PDF,512,Immigrant Education International CENTRE FOR PREPARATORY School of Liberal Arts & Sciences AND LIBER...
370,george_brown_annual_report_2009-2010.txt,PDF,512,research Grant applications core strategies (2005 – 2010) Academic Strategy To establish GBC as an i...
371,george_brown_annual_report_2009-2010.txt,PDF,512,"opportunities for George Brown College is creating a state of the art faculty, staff and students. h..."
372,george_brown_annual_report_2009-2010.txt,PDF,512,Two new allows the resources in the Learning Commons to be general education courses were created th...
373,george_brown_annual_report_2009-2010.txt,PDF,512,during the learning as well as to provide this opportunity to 2005-2010 period. This commitment has ...
374,george_brown_annual_report_2009-2010.txt,PDF,512,among industries. Currently George Brown is the only Colleges with respect to training. Not only has...
375,george_brown_annual_report_2009-2010.txt,PDF,338,"Toronto Community Foundation Co-Operative Education Offi cer Centre for Business, George Brown Colle..."
376,bike-map-waterfront-campus.txt,PDF,118,G a r d i n e r E x p e r e s s w a y L a k e s h o r e B l v d . E . L o w e r J a r L v o i s w e ...
377,Proofreading%20Techniques.txt,PDF,372,Proofreading Techniques Proofreading May help to identify errors in the following areas: Technique T...
378,accessible-learning-services.txt,PDF,512,George Brown College Accessible Learning Policy Accessible Learning Policy Category: Academic Policy...
379,accessible-learning-services.txt,PDF,512,"Definition Accessible Learning Refers to the Accessible Learning Services department, which includes..."
380,accessible-learning-services.txt,PDF,512,Accessible Learning Policy Word/Term Definition Reasonable Actions to alleviate or remove a permanen...
381,accessible-learning-services.txt,PDF,512,Accessible Learning Policy selection process. Once a student has met a program’s existing admissions...
382,accessible-learning-services.txt,PDF,512,"providing leadership for an efficient, effective, and respectful academic accommodations process. Th..."
383,accessible-learning-services.txt,PDF,512,the impact of their functional impairments in the academic setting; George Brown College Accessible ...
384,accessible-learning-services.txt,PDF,512,"AL Services, with faculty involvement, and given meaningful consideration. Academic areas will not p..."
385,accessible-learning-services.txt,PDF,284,"are implemented by faculty, once received and to raise any issues in a timely manner with the Manage..."
386,sja.txt,PDF,512,"St. James Campus, SJA Building Guide, 200 King Street East. Food Court ATM Print Shop WT Lower Level..."
387,sja.txt,PDF,512,OFFICE 9 OFFICE 6 OFFICE 8 256E STAIR # 13 OFFICE 3 GRAPHIC OFFICE 8 STUDIO STAIR # 14 WORK 11 224A ...
388,sja.txt,PDF,512,Ed. Lab Computer CPMO Lab Skills Training 210A Lab 291F Adelaide Street East Floor 3 - (SJA) 200 Kin...
389,sja.txt,PDF,512,"413B 403B 485F 481F 402B 404B 484F 406B 408B 410A 483F 1,210 S.F. STAIR 11 0 10 20 30 40 50 FEET SCA..."
390,sja.txt,PDF,512,480 S.F. 480 S.F. 640 S.F. 580 S.F. 550 S.F. 520 S.F. 780 S.F. 730 S.F. 140 S.F. 430 S.F. 830 S.F. 5...
391,sja.txt,PDF,402,630 ( Barrier Free Access to Gymnasium & Fitness Centre via east elevators only ) PSW Lab Nursing La...
392,ss.txt,PDF,512,SS: SUPPORT SERVICES Records related to support services provided to the GBC community. Acts & Regul...
393,ss.txt,PDF,192,"WHMIS training and documentation, Workers Compensation Board, etc. SS006 Health & Safety - Human Res..."
394,gbc-green-meeting-guide.txt,PDF,451,GEORGEBROWNCOLLEGEGREENMEETINGGUIDE George Brown College is committed to reducing the environmental ...
395,Failed%20and%20Repeated%20Courses.txt,PDF,259,Failed and Repeated Courses Responsible Authority: Office the Registrar – Academic Records Date of O...
396,Overview%20of%20Working%20with%20Quadratic%20Relations.txt,PDF,198,Overview of Working with Quadratic Relations All quadratic relations can be written in three general...
397,bike-map-casa-loma-campus.txt,PDF,441,STAIR 2 STAIR 1 DN STUDIO UP DN CLASSROOM UP CLASSROOM LECTURE LEARNING LAB GRAPHIC VISUAL ARTS GRAP...
398,residence-appeal-request.txt,PDF,512,"This document contains both information and form fields. To read information, use the Down Arrow fro..."
399,residence-appeal-request.txt,PDF,512,"understand the Residence Community Living Standards, the Appeals Process, and the requirements of my..."
400,residence-appeal-request.txt,PDF,479,the original decision (this is not applicable to evictions). (c) Once the Appeal Request Form is rec...
401,Updated-ALS-Registration-Form-fillable-June-2023.txt,PDF,245,https://www.georgebrown.ca/als Registration Form Student ID #: ___ ___ ___ ___ ___ ___ ___ ___ ___ N...
402,energy-consumption-2017.txt,PDF,159,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2017 Electricity Natural Gas Total F...
403,healthy-campus-college-document.txt,PDF,512,Toward a Healthy Campus Community: A College-Wide Initiative Working Together to Create Conditions f...
404,healthy-campus-college-document.txt,PDF,512,"the last few years, particularly in the Student Affairs department. This movement didn’t begin in is..."
405,healthy-campus-college-document.txt,PDF,512,"2 Kate Klein was hired to coordinate these research and education activities. However, despite havin..."
406,healthy-campus-college-document.txt,PDF,512,This is further ex- plained below. Whole Campus Creating a healthy campus community is about everyth...
407,healthy-campus-college-document.txt,PDF,512,"n s t i t u ti S u o p n p a o l r t i s v t e r , u i c n t cl u u r si e; v e o r c g a a C e m o ..."
408,healthy-campus-college-document.txt,PDF,512,on the next page. These explanations are directly quoted from the CACUSS/CMHA guide. 1. Institutiona...
409,healthy-campus-college-document.txt,PDF,512,"systemic approach on multiple levels (CACUSS/CMHA, 2013, p. 19). 7. Crisis management Crises such as..."
410,healthy-campus-college-document.txt,PDF,512,health issues sets the foundation for increased ability to sustain well-being throughout their lives...
411,healthy-campus-college-document.txt,PDF,512,"wanted to talk to someone about a mental health problem but did not know where to turn; meanwhile, 2..."
412,healthy-campus-college-document.txt,PDF,512,"more in activities, meals, and social time outside the classroom with peers; • Could overcome their ..."
413,healthy-campus-college-document.txt,PDF,512,across the college has something to contribute to a college where students can thrive. Respect for s...
414,healthy-campus-college-document.txt,PDF,512,learning for all. Ultimately it’s about making sure that the right resources are in place so that ev...
415,healthy-campus-college-document.txt,PDF,512,of the Healthy Campus framework is about whole-campus approaches to supporting stu- dent mental heal...
416,healthy-campus-college-document.txt,PDF,512,e e e t e e a g n r r n n l n n t t t s s s h s s e w w a a b i i l t t o t h h h u t S a m s s i SU...
417,healthy-campus-college-document.txt,PDF,512,"a team within academic divisional meetings, actively engaging teaching faculty in discussions and pr..."
418,healthy-campus-college-document.txt,PDF,512,"for people to contribute in these ways, they need to have the knowledge and skills required. Awarene..."
419,healthy-campus-college-document.txt,PDF,512,n n t t t s s s h s s e w w a a b i i l t t o t h h h u t S a m s s i SUPPORTED i r C STUDENT Mental...
420,healthy-campus-college-document.txt,PDF,512,"for student mental health This workshop series was launched in March 2015, and at the time of this w..."
421,healthy-campus-college-document.txt,PDF,512,"environment. Critical Areas Engaged • Supportive, inclusive campus climate and environment • Mental ..."
422,healthy-campus-college-document.txt,PDF,512,Alliance has since been integrated into Peerconnect as a way of giving it a permanent home within th...
423,healthy-campus-college-document.txt,PDF,512,What do you feel is faculty’s role in supporting student well-being? • What makes it difficult for y...
424,healthy-campus-college-document.txt,PDF,512,nis a ti o a t e a n d e n vironment A st l u l dents n s t i t u ti S u o p n p a o l r t i s v t e...
425,healthy-campus-college-document.txt,PDF,512,"pillar of service have included mindfulness meditation, yoga for stress reduc- tion, nutrition works..."
426,healthy-campus-college-document.txt,PDF,512,and coping skills Unwind Wednesdays/Thursdays As part of their integrated approach to supporting the...
427,healthy-campus-college-document.txt,PDF,512,dealing with addiction challenges. These groups are open to students at any of the three participati...
428,healthy-campus-college-document.txt,PDF,512,t l e e n a l o s s s s t l S m c S c c o o o t t u u e n n p n d d i c c n e e t e e a g r r n n l ...
429,healthy-campus-college-document.txt,PDF,512,"Centre for Hospitality and Culinary Arts, this training focused on finding small ways to build a cul..."
430,healthy-campus-college-document.txt,PDF,339,Spectrum: 3-24. The Chickering Group. Centre for Addiction and Mental Health. (2014). The mental hea...
431,george-brown-college-annual-report-2017-2018.txt,PDF,512,"Annual Report 2017 – 18 Game Changers Watch our video at georgebrown.ca/gamechangers For 50 years, G..."
432,george-brown-college-annual-report-2017-2018.txt,PDF,512,created work-integrated learning and networking opportunities for our students. “We see this partner...
433,george-brown-college-annual-report-2017-2018.txt,PDF,512,"job as Technology Cabinet a construction labourer. Little did he know, this experience Scholarship; ..."
434,george-brown-college-annual-report-2017-2018.txt,PDF,512,"development Design students, staff and industry partners with more garment designs into technical an..."
435,george-brown-college-annual-report-2017-2018.txt,PDF,512,"Full-time students 30,466 98% of our qualifying programs Other 623 / 1,101 Part-time students 3,213 ..."
436,george-brown-college-annual-report-2017-2018.txt,PDF,512,"$377M Stephen Upton & Business Services $31M Julia Deans Director, Ancillary Founding CEO, Special P..."
437,george-brown-college-annual-report-2017-2018.txt,PDF,343,Corporation Gundy & Private Wealth Dorothy Pentland The Helderleigh Foundation* Success at Work who ...
438,annual_report_2011.txt,PDF,512,2011 Annual Report of the Research Ethics Board George Brown College March 2012 Annual Report of the...
439,annual_report_2011.txt,PDF,512,two more alternative members to the Board. I would like to extend my thanks to Baaba Lewis the new R...
440,annual_report_2011.txt,PDF,512,a vital part of research at the College and reports directly to the President. The primary purpose o...
441,annual_report_2011.txt,PDF,512,"M.Ed. Community Services and Health Sciences Jenny Yeow, M.Sc., M.B.A. Ryerson University Annual Rep..."
442,annual_report_2011.txt,PDF,512,collaboration with researchers from other institutions. Two applications were from another instituti...
443,annual_report_2011.txt,PDF,188,all REB members by arranging for them to attend conferences hosted by the National Council on Ethics...
444,llc.txt,PDF,512,GENERAL POLICIES Access privileges for Library Learning Commons [LLC] users vary according to user c...
445,llc.txt,PDF,512,"have graduated from a diploma, certificate or degree program from George Brown College] must registe..."
446,llc.txt,PDF,512,"time. 1.3 Use of Resources The primary use of all resources, including hardware, software, audio, vi..."
447,llc.txt,PDF,512,"recreational web-browsing, game-playing, chat, etc. Refer to the Library Learning Commons Website fo..."
448,llc.txt,PDF,512,antivirus software and personal firewalls to protect their own machines. • .George Brown College can...
449,llc.txt,PDF,406,a local address. Collateral identification and/or a refundable deposit may be required. If no expiry...
450,Emerging-Researcher-Award-Nomination-Form-2023-AODA_0.txt,PDF,437,EMERGING RESEARCHER AWARD NOMINATION FORM 2023 The Emerging Researcher Award recognizes the outstand...
451,photo-policy.txt,PDF,142,Photo Policy The Childcare Centre is a demonstration laboratory centre for the School of Early Child...
452,Outline%20Template%20-%20Compare%20and%20Contrast%20Block%20Essay.txt,PDF,184,"Block Organization Compare/Contrast Outline For screen reader users, fillable spaces are represented..."
453,more-than-you-expect.txt,PDF,512,"MORE THAN YOU EXPECT. At George Brown College’s Building Information Modeling Lab, we use 3D imaging..."
454,more-than-you-expect.txt,PDF,512,"of George Brown. To those who haven’t partnered with us yet, we invite you to get in touch to learn ..."
455,more-than-you-expect.txt,PDF,512,eeqquuiippmmeenntt aanndd iinnnnoovvaattiioonn.. ffoorrmmeerr ssttuuddeenntt rreesseeaarrcchheerr aa...
456,more-than-you-expect.txt,PDF,512,Brown’s School of Early Childhood have and exchange opportunities in more than Tata Institute of Soc...
457,more-than-you-expect.txt,PDF,512,with increased to prepare the next generation sponsoring student awards or access to state-of-the-ar...
458,more-than-you-expect.txt,PDF,512,"PPrroojjeecctt MMaannaaggeerr,, GGiillllaamm GGrroouupp GGrraadduuaattee 22001133,, BBaacchheelloorr..."
459,more-than-you-expect.txt,PDF,512,"Baycrest Health Sciences pleasing. Our applied research team, Co-CEO and Founder, IFTech MORE THAN Y..."
460,more-than-you-expect.txt,PDF,474,"the ROM, we are challenged analytic professionals where they Honours Bachelor the first program of i..."
461,international_travel_policy_for_students.txt,PDF,512,George Brown College – Academic Policies and Guidelines INTERNATIONAL TRAVEL POLICY FOR STUDENTS - 1...
462,international_travel_policy_for_students.txt,PDF,512,Affairs Canada advises against Extreme Risk all travel to these countries. Canadians in the specifie...
463,international_travel_policy_for_students.txt,PDF,512,"students are participating in College Activities, the International Centre will advise students of t..."
464,international_travel_policy_for_students.txt,PDF,512,to alter or otherwise cancel or suspend George Brown College’s International Travel Policy for Stude...
465,international_travel_policy_for_students.txt,PDF,512,Ratings and other relevant information before giving approval for the unit-administered College Acti...
466,international_travel_policy_for_students.txt,PDF,259,Students involved in an international activity must be advised of the known and reasonable foreseeab...
467,2014-summer.txt,PDF,401,"Summer SWAC Programs at George Brown College During the summer of 2014, George Brown Dual Credit tea..."
468,bog_public_minutes_16dec14.txt,PDF,512,THE GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY BOARD OF GOVERNORS PUBLIC SESSION MINUTES DE...
469,bog_public_minutes_16dec14.txt,PDF,512,Policy and Protocol It was noted that the policy is an ongoing “living” document and will evolve as ...
470,bog_public_minutes_16dec14.txt,PDF,512,priority as it works to implement measures to create a more highly skilled workforce. The research d...
471,bog_public_minutes_16dec14.txt,PDF,512,the IADT Master’s program and complete that credential within one further semester  Higher Educatio...
472,bog_public_minutes_16dec14.txt,PDF,385,can best prepare students for the workplace.  Skills & Innovation Workshop – Anne participated in a...
473,minutes_for_december_04_2013.txt,PDF,512,THE GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY BOARD OF GOVERNORS PUBLIC SESSION MINUTES DE...
474,minutes_for_december_04_2013.txt,PDF,512,the submission of the Statement of Operations 13-02-02 and the Statement of Unrestricted Fund as the...
475,minutes_for_december_04_2013.txt,PDF,512,on that response and continue to emphasize key policy areas.  Pre-budget Submission - The funding r...
476,minutes_for_december_04_2013.txt,PDF,512,on how government looks at capital and program approvals. Currently program approvals have been froz...
477,minutes_for_december_04_2013.txt,PDF,512,"design, prototype and test a lightweight and portable crane. The new crane is expected to have signi..."
478,minutes_for_december_04_2013.txt,PDF,401,trades and other non-traditional occupations. There has been excellent collaboration within and acro...
479,annual-financial-statement-2007-2008.txt,PDF,512,Consolidated Financial Statements of THE GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY Year en...
480,annual-financial-statement-2007-2008.txt,PDF,512,"capital leases (Note 9) 311,948 772,447 5,657,462 6,286,181 Deferred contributions: Expenses of futu..."
481,annual-financial-statement-2007-2008.txt,PDF,512,"18,809,425 $ 12,000,915 Items not involving cash: Amortization of capital assets 10,740,068 9,840,52..."
482,annual-financial-statement-2007-2008.txt,PDF,512,inter- entity transactions and balances are eliminated on consolidation. (ii) Student organizations ...
483,annual-financial-statement-2007-2008.txt,PDF,512,and other capital assets occupied and used by predecessor institutions was transferred to the Colleg...
484,annual-financial-statement-2007-2008.txt,PDF,512,of Chartered Accountants’ (“CICA’s”) standards on recognition and measurement and presentation of fi...
485,annual-financial-statement-2007-2008.txt,PDF,512,extent of risks arising from financial instruments to which the College is exposed during the period...
486,annual-financial-statement-2007-2008.txt,PDF,512,"of a bond portfolio, are held with the College’s investment management firm. As at March 31, 2008 th..."
487,annual-financial-statement-2007-2008.txt,PDF,512,"Unamortized actuarial loss (271,000) (207,000) Accrued benefit liability $ 1,248,000 $ 1,207,000 The..."
488,annual-financial-statement-2007-2008.txt,PDF,512,option to extend the lease for five (5) successive terms of twenty years each. During the period fro...
489,annual-financial-statement-2007-2008.txt,PDF,512,"4,051,013 $ 104,490,280 $ 86,627,123 11. Internally imposed restrictions: The Executive Committee of..."
490,annual-financial-statement-2007-2008.txt,PDF,512,renovations to two of its premises located at the St. James Campus. Total cost of these contracts is...
491,annual-financial-statement-2007-2008.txt,PDF,512,College has provided indemnities under lease agreements for the use of various operating facilities....
492,annual-financial-statement-2007-2008.txt,PDF,150,19 THE GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY Schedule 1 - Consolidated Schedule of Rev...
493,health-policies.txt,PDF,512,Health Policies In your child’s best interest and in the interest of all the children attending the ...
494,health-policies.txt,PDF,415,immediately. We recognize that having an ill child may present difficulties for the family regarding...
495,Thesis%20Statements%20and%20Topic%20Sentences%20Reference.txt,PDF,512,Thesis Statements and Topic Sentences Topic sentences and thesis statements are sentences that write...
496,Thesis%20Statements%20and%20Topic%20Sentences%20Reference.txt,PDF,251,what points you will focus on in a paragraph • Can be used to stay focused on one topic at a time in...
497,Black%20Lives%20Matter%20-%20A%20Booklist_0.txt,PDF,239,"Black Lives Matter: A Booklist • Me and White Supremacy: Combat Racism, Change the World, And Become..."
498,Adding_and_Subtracting_Proper_Fractions.txt,PDF,512,"Adding and Subtracting Proper Fractions Just like our counting numbers (1, 2, 3,…), fractions can al..."
499,Adding_and_Subtracting_Proper_Fractions.txt,PDF,512,"create equal sized slices by finding a common denominator. ©Tutoring and Learning Centre, George Bro..."
500,Adding_and_Subtracting_Proper_Fractions.txt,PDF,512,when multiplied to the top and bottom of we get the LCM (12) as the new denominator. 2 X? ? 3 X? 12 ...
501,Adding_and_Subtracting_Proper_Fractions.txt,PDF,366,"b) We need to find a number that when multiiplied to the top and bottom of¼, we get the LCM (20) as ..."
502,Commas%20-%20reference.txt,PDF,485,Commas - Reference You will need to use a comma… Example Sentences To separate independent clauses j...
503,Commas%20-%20reference.txt,PDF,101,"counted down until the special day, phrases. marking the days on the calendar. Having never eaten su..."
504,labour-fair-2020-fact-sheet.txt,PDF,512,"FACT SHEET George Brown College’s 28th Annual LABOUR FAIR Organizing in the Burning World: Unions, W..."
505,labour-fair-2020-fact-sheet.txt,PDF,512,to win a just transition away from fossil fuels to a sustainable green economy. This calls for fresh...
506,labour-fair-2020-fact-sheet.txt,PDF,248,green union labour for our printing!)  We rely on the committee and the participating teachers to d...
507,me.txt,PDF,512,"ME: MATERIALS & EQUIPMENT Records related to the procurement of services and material, leasing and/o..."
508,me.txt,PDF,512,"Labour Code; AODA Records related to the maintenance of GBC owned and leased material, office equipm..."
509,me.txt,PDF,169,"requisitions, purchase orders and amendments. ME014 Purchasing - Services Financial Services T + 1 6..."
510,promotion-progression-policy.txt,PDF,512,Academic Promotion and Progression Policy Category: Academic Policy Number: A 008 Responsible Author...
511,promotion-progression-policy.txt,PDF,512,diploma program) and 2.30 (degree program) and were not given permission by their Promotion Committe...
512,promotion-progression-policy.txt,PDF,512,(25%) of the credit courses in a declared Residency program of study must be earned at George Brown ...
513,promotion-progression-policy.txt,PDF,512,"that protect the integrity of academic programs, with a primary focus on student success. 1.3 George..."
514,promotion-progression-policy.txt,PDF,512,"of academic standing: (I) Honours Standing, (II) Good Standing, (III) Probationary Standing [see Sec..."
515,promotion-progression-policy.txt,PDF,512,or diploma program) and 2.30 (degree program) (i.e. if they fail to meet the conditions of their pro...
516,promotion-progression-policy.txt,PDF,512,6.0 Student Course Load 6.1 Status: The Registrar's Office provides the respective official certific...
517,promotion-progression-policy.txt,PDF,276,"the Office of the Registrar Policies. 7.1.3 A program GPA value of 1.70 for a diploma program, or 2...."
518,intellectual_property_policy.txt,PDF,512,George Brown College - Academic Policies and Guidelines INTELLECTUAL PROPERTY – 1. INTRODUCTION Geor...
519,intellectual_property_policy.txt,PDF,512,2009 George Brown College - Academic Policies and Guidelines INTELLECTUAL PROPERTY – 2. ADMINISTRATI...
520,intellectual_property_policy.txt,PDF,512,"are six main types of IP protection under Canadian law: copyrights, industrial designs, integrated c..."
521,intellectual_property_policy.txt,PDF,512,"6.1 Responsibility for Disclosure of Protectable Intellectual Property College personnel, as per sec..."
522,intellectual_property_policy.txt,PDF,512,of academic institutions is to give staff the right to retain ownership of their copyrightable produ...
523,intellectual_property_policy.txt,PDF,512,of all creators and contributors to the creation;  A description of the creation and the research d...
524,intellectual_property_policy.txt,PDF,512,"Approved: Board of Governors June 10, 2009 George Brown College - Academic Policies and Guidelines I..."
525,intellectual_property_policy.txt,PDF,512,"basis. The college may, at its sole discretion, waive, transfer, or license to the creator its right..."
526,intellectual_property_policy.txt,PDF,512,and Guidelines INTELLECTUAL PROPERTY – may be held by the college until such time that the college d...
527,intellectual_property_policy.txt,PDF,171,regulated by the Communications and Marketing Department. Any questions regarding the use of the col...
528,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,"Financial statements of The George Brown College Foundation March 31, 2017 The George Brown College ..."
529,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,that the audit evidence we have obtained is sufficient and appropriate to provide a basis for our au...
530,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,"1,565,551 100,356 1,790,375 4,473,839 1,476,943 7,741,157 13,825,285 Expenses Donations and scholars..."
531,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,the restrictions set out by the donors of the funds and raises funds for initiatives of The George B...
532,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,income is recognized as revenue of the Program Fund when earned. Interest and dividend income earned...
533,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,guaranteed investment certificates held at year end in respect of the following: 2017 2016 Fair valu...
534,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,"the funds, generate sufficient annual net investment income and cash flow to support the Foundation’..."
535,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,"- $1,700,000) comprising of $725,000 for operating expenses and $725,000 for fundraising campaigns (..."
536,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,512,"adverse effects of these risks by regularly monitoring the investment’s position, market events and ..."
537,Foundation%20Statement%20of%20financial%20position%20as%20of%20March%2031%2C%202017.txt,PDF,245,"31, 2017, $10,341 (2016 - $10,736) was payable to the Government of Canada with respect to payroll t..."
